"DateTime","Tryggingamiðstöðin Verð ","Tryggingamiðstöðin Magn"
"2013-05-08 18:00:00",26.7,50730024
"2013-05-10 18:00:00",26.35,10242266
"2013-05-13 18:00:00",25.85,17514526
"2013-05-14 18:00:00",25.35,29336753
"2013-05-15 18:00:00",25.5,5871928
"2013-05-16 18:00:00",25.55,5821311
"2013-05-17 18:00:00",25.65,16437359
"2013-05-21 18:00:00",26,5049707
"2013-05-22 18:00:00",26.6,13017700
"2013-05-23 18:00:00",26.35,3153306
"2013-05-24 18:00:00",26.4,1845802
"2013-05-27 18:00:00",26.3,4977024
"2013-05-28 18:00:00",26.25,3973840
"2013-05-29 18:00:00",26,7799554
"2013-05-30 18:00:00",25.85,2213464
"2013-05-31 18:00:00",26.4,39901808
"2013-06-03 18:00:00",26.4,1674204
"2013-06-04 18:00:00",26.4,2823422
"2013-06-05 18:00:00",26.35,2370219
"2013-06-06 18:00:00",26.15,2952240
"2013-06-07 18:00:00",26.35,10924591
"2013-06-10 18:00:00",26.4,3195618
"2013-06-11 18:00:00",26.5,6128406
"2013-06-12 18:00:00",26.55,1368016
"2013-06-13 18:00:00",26.6,2793371
"2013-06-14 18:00:00",27,4084672
"2013-06-18 18:00:00",26.85,4702303
"2013-06-19 18:00:00",26.6,11152760
"2013-06-20 18:00:00",26.9,3194003
"2013-06-21 18:00:00",26.75,102430
"2013-06-24 18:00:00",26.75,5567500
"2013-06-25 18:00:00",26.75,4371226
"2013-06-26 18:00:00",26.85,170889
"2013-06-27 18:00:00",26.65,5284531
"2013-06-28 18:00:00",26.7,3643102
"2013-07-01 18:00:00",26.65,1179114
"2013-07-02 18:00:00",27.1,6109902
"2013-07-03 18:00:00",27.05,5054400
"2013-07-04 18:00:00",26.95,5982884
"2013-07-05 18:00:00",26.85,2053878
"2013-07-08 18:00:00",26.6,146037
"2013-07-09 18:00:00",26.6,501950
"2013-07-10 18:00:00",26.75,1074780
"2013-07-11 18:00:00",27.05,6554197
"2013-07-12 18:00:00",27.25,10828430
"2013-07-15 18:00:00",27.3,1251265
"2013-07-16 18:00:00",27.45,3179852
"2013-07-17 18:00:00",27.7,1146130
"2013-07-18 18:00:00",27.9,6411173
"2013-07-19 18:00:00",28.05,3043772
"2013-07-22 18:00:00",28,321500
"2013-07-23 18:00:00",28.2,153203
"2013-07-24 18:00:00",28.1,2892430
"2013-07-25 18:00:00",28.3,2820534
"2013-07-26 18:00:00",28.3,1208923
"2013-07-29 18:00:00",28.2,99578
"2013-07-30 18:00:00",28.3,673058
"2013-07-31 18:00:00",28.55,3213335
"2013-08-01 18:00:00",29.2,12523747
"2013-08-02 18:00:00",29.65,6121460
"2013-08-06 18:00:00",29.55,901341
"2013-08-07 18:00:00",29.95,6681019
"2013-08-08 18:00:00",30.2,2237080
"2013-08-09 18:00:00",30.6,614935
"2013-08-12 18:00:00",30.5,938869
"2013-08-13 18:00:00",30.65,3075605
"2013-08-14 18:00:00",31.4,11674123
"2013-08-15 18:00:00",31,884469
"2013-08-16 18:00:00",30.2,3070540
"2013-08-19 18:00:00",30.2,3273333
"2013-08-20 18:00:00",31,8071193
"2013-08-21 18:00:00",30.7,5031172
"2013-08-22 18:00:00",30.7,3168743
"2013-08-23 18:00:00",30.65,2092826
"2013-08-26 18:00:00",30.2,2732101
"2013-08-27 18:00:00",30.15,2737344
"2013-08-28 18:00:00",30.05,2027333
"2013-08-29 18:00:00",29.9,94829
"2013-08-30 18:00:00",29.75,272841
"2013-09-02 18:00:00",30.45,8958877
"2013-09-03 18:00:00",30.65,8104362
"2013-09-04 18:00:00",30.6,3680683
"2013-09-05 18:00:00",30.3,18757731
"2013-09-06 18:00:00",29.7,2143571
"2013-09-09 18:00:00",29.7,132420
"2013-09-10 18:00:00",29.7,3111364
"2013-09-11 18:00:00",29.5,222500
"2013-09-12 18:00:00",30,4489689
"2013-09-13 18:00:00",30.15,4112794
"2013-09-16 18:00:00",30.2,3060054
"2013-09-17 18:00:00",30.2,132985
"2013-09-18 18:00:00",30.05,89052
"2013-09-19 18:00:00",30.1,195763
"2013-09-20 18:00:00",30.1,150417
"2013-09-23 18:00:00",30,1402420
"2013-09-24 18:00:00",30,145573
"2013-09-25 18:00:00",30,1640297
"2013-09-26 18:00:00",30,1168124
"2013-09-27 18:00:00",30.25,673711
"2013-09-30 18:00:00",30,169893
"2013-10-01 18:00:00",29.6,1612500
"2013-10-02 18:00:00",29.5,8448540
"2013-10-03 18:00:00",29.45,3737723
"2013-10-04 18:00:00",29.4,112500
"2013-10-07 18:00:00",29.35,90552
"2013-10-08 18:00:00",29.4,1387903
"2013-10-09 18:00:00",29.6,2037420
"2013-10-10 18:00:00",29.85,2900321
"2013-10-11 18:00:00",29.9,6234766
"2013-10-14 18:00:00",30,855000
"2013-10-15 18:00:00",30,1556150
"2013-10-16 18:00:00",30,305780
"2013-10-17 18:00:00",29.95,840373
"2013-10-18 18:00:00",30,285061
"2013-10-21 18:00:00",30.15,6176840
"2013-10-22 18:00:00",30.1,60924
"2013-10-23 18:00:00",30.35,359067
"2013-10-24 18:00:00",30.35,3212430
"2013-10-25 18:00:00",30.15,95745
"2013-10-28 18:00:00",30.1,399000
"2013-10-29 18:00:00",30.35,1252086
"2013-10-30 18:00:00",30.2,93000
"2013-10-31 18:00:00",30.1,91344
"2013-11-01 18:00:00",30.2,2936201
"2013-11-04 18:00:00",30.15,2132921
"2013-11-05 18:00:00",30.1,879840
"2013-11-06 18:00:00",29.7,3768205
"2013-11-07 18:00:00",29.6,240147
"2013-11-08 18:00:00",29.6,153778
"2013-11-11 18:00:00",29.7,67803
"2013-11-12 18:00:00",29.9,1213820
"2013-11-13 18:00:00",30.55,14646558
"2013-11-14 18:00:00",30.55,6504640
"2013-11-15 18:00:00",30.5,1288780
"2013-11-18 18:00:00",30.5,1378450
"2013-11-19 18:00:00",31,4043393
"2013-11-20 18:00:00",31.1,3606983
"2013-11-21 18:00:00",31.4,10642100
"2013-11-22 18:00:00",31.05,8385407
"2013-11-25 18:00:00",30.5,4156742
"2013-11-26 18:00:00",30.65,4997114
"2013-11-27 18:00:00",30.5,6513420
"2013-11-28 18:00:00",31,9200700
"2013-11-29 18:00:00",31.05,151698
"2013-12-02 18:00:00",30.95,220904
"2013-12-03 18:00:00",31.1,3226204
"2013-12-04 18:00:00",31.55,5542820
"2013-12-05 18:00:00",31.4,557048
"2013-12-06 18:00:00",32,7595660
"2013-12-09 18:00:00",32.4,3443010
"2013-12-10 18:00:00",33.1,2714380
"2013-12-11 18:00:00",33,1505001
"2013-12-12 18:00:00",32.5,5304850
"2013-12-13 18:00:00",32.25,239241
"2013-12-16 18:00:00",32.2,4654181
"2013-12-17 18:00:00",32.15,2865108
"2013-12-18 18:00:00",32.1,2711098
"2013-12-19 18:00:00",32,1446553
"2013-12-20 18:00:00",31.75,2891323
"2013-12-23 18:00:00",31.65,1049330
"2013-12-27 18:00:00",31.85,4575000
"2013-12-30 18:00:00",32.05,1021313
"2014-01-02 18:00:00",32.1,820310
"2014-01-03 18:00:00",32.25,8831497
"2014-01-06 18:00:00",32.05,1426506
"2014-01-07 18:00:00",31.9,4251524
"2014-01-08 18:00:00",32.15,202500
"2014-01-09 18:00:00",32,143375
"2014-01-10 18:00:00",31.9,7481247
"2014-01-13 18:00:00",31.8,140410
"2014-01-14 18:00:00",32,875987
"2014-01-15 18:00:00",31.8,689044
"2014-01-16 18:00:00",31.85,2267500
"2014-01-17 18:00:00",31.7,44378364
"2014-01-20 18:00:00",31.75,2064079
"2014-01-21 18:00:00",31.55,2762500
"2014-01-22 18:00:00",31.55,175205
"2014-01-23 18:00:00",31.5,60521
"2014-01-24 18:00:00",31.4,2699380
"2014-01-27 18:00:00",31.3,865591
"2014-01-28 18:00:00",31.05,350000
"2014-01-29 18:00:00",30.85,988405
"2014-01-30 18:00:00",30.75,953651
"2014-01-31 18:00:00",30.9,1824915
"2014-02-03 18:00:00",30.7,1458640
"2014-02-04 18:00:00",30.45,3776677
"2014-02-05 18:00:00",30.7,2638340
"2014-02-06 18:00:00",30.75,527500
"2014-02-07 18:00:00",30.5,631678
"2014-02-10 18:00:00",30.55,389982
"2014-02-11 18:00:00",30.6,1884259
"2014-02-12 18:00:00",30.3,90000
"2014-02-13 18:00:00",30.5,361022
"2014-02-14 18:00:00",30.2,333844
"2014-02-17 18:00:00",30.3,226389
"2014-02-18 18:00:00",30.1,847495
"2014-02-19 18:00:00",30,1061900
"2014-02-20 18:00:00",30,91440
"2014-02-21 18:00:00",30.1,161436
"2014-02-24 18:00:00",29.9,495865
"2014-02-25 18:00:00",29.45,5670034
"2014-02-26 18:00:00",29.55,1042500
"2014-02-27 18:00:00",30.1,4953551
"2014-02-28 18:00:00",30.2,2437950
"2014-03-03 18:00:00",30,745830
"2014-03-04 18:00:00",30.4,5432302
"2014-03-05 18:00:00",31,4757004
"2014-03-06 18:00:00",31.15,3636139
"2014-03-07 18:00:00",31,528939
"2014-03-10 18:00:00",31.15,1595226
"2014-03-11 18:00:00",31.05,1355062
"2014-03-12 18:00:00",31,4970
"2014-03-13 18:00:00",31,185000
"2014-03-14 18:00:00",31,9950
"2014-03-17 18:00:00",31,26000
"2014-03-18 18:00:00",31.5,53044185
"2014-03-19 18:00:00",31.5,21758800
"2014-03-20 18:00:00",31.6,3626847
"2014-03-21 18:00:00",29.65,602821
"2014-03-24 18:00:00",29.8,1300000
"2014-03-25 18:00:00",29.7,218300
"2014-03-26 18:00:00",29.4,2926343
"2014-03-27 18:00:00",29.45,13425837
"2014-03-28 18:00:00",29.55,1589960
"2014-03-31 18:00:00",29.5,776714
"2014-04-01 18:00:00",29.75,5354714
"2014-04-02 18:00:00",29.4,2532052
"2014-04-03 18:00:00",29.4,1551548
"2014-04-04 18:00:00",29.65,1902000
"2014-04-07 18:00:00",29.65,91873
"2014-04-08 18:00:00",29.6,540575
"2014-04-09 18:00:00",29.73,977572
"2014-04-10 18:00:00",29.55,94862
"2014-04-11 18:00:00",29.55,577676
"2014-04-14 18:00:00",29.3,1386796
"2014-04-15 18:00:00",29.1,1582765
"2014-04-16 18:00:00",29.1,481490
"2014-04-22 18:00:00",29,1417407
"2014-04-23 18:00:00",29,2382533
"2014-04-25 18:00:00",28.95,1565395
"2014-04-28 18:00:00",28.95,1748236
"2014-04-29 18:00:00",28.68,1809395
"2014-04-30 18:00:00",28.95,8319075
"2014-05-02 18:00:00",28.75,12307600
"2014-05-05 18:00:00",29.1,1076260
"2014-05-06 18:00:00",29,7650486
"2014-05-07 18:00:00",28.65,1103568
"2014-05-08 18:00:00",28.825,333287
"2014-05-09 18:00:00",28.5,1720800
"2014-05-12 18:00:00",28.5,675701
"2014-05-13 18:00:00",28.5,2079518
"2014-05-14 18:00:00",28.55,116850
"2014-05-15 18:00:00",27.9,4575069
"2014-05-16 18:00:00",27.5,2875718
"2014-05-19 18:00:00",27.55,2683393
"2014-05-20 18:00:00",27.2,638626
"2014-05-21 18:00:00",26.75,6738582
"2014-05-22 18:00:00",26.4,2544486
"2014-05-23 18:00:00",26,2426458
"2014-05-26 18:00:00",25.75,3116493
"2014-05-27 18:00:00",25.75,14920
"2014-05-28 18:00:00",26.4,3998000
"2014-05-30 18:00:00",26.5,240918
"2014-06-02 18:00:00",26,6289850
"2014-06-03 18:00:00",26,0
"2014-06-04 18:00:00",25.95,1159500
"2014-06-05 18:00:00",26,22500
"2014-06-06 18:00:00",26.05,1500000
"2014-06-10 18:00:00",26,3474820
"2014-06-11 18:00:00",25.95,511450
"2014-06-12 18:00:00",25.85,525500
"2014-06-13 18:00:00",25.85,1512892
"2014-06-16 18:00:00",25.875,1132450
"2014-06-18 18:00:00",25.75,220466
"2014-06-19 18:00:00",25.6,1048218
"2014-06-20 18:00:00",25.55,160000
"2014-06-23 18:00:00",25.5,770113
"2014-06-24 18:00:00",25.1,5406953
"2014-06-25 18:00:00",25.1,816635
"2014-06-26 18:00:00",24.9,265343
"2014-06-27 18:00:00",24.9,22500
"2014-06-30 18:00:00",24.9,1106355
"2014-07-01 18:00:00",25.15,305510
"2014-07-02 18:00:00",24.2,4606000
"2014-07-03 18:00:00",24.375,183468
"2014-07-04 18:00:00",24.7,3111024
"2014-07-07 18:00:00",24.2,4367500
"2014-07-08 18:00:00",24.3,3066810
"2014-07-09 18:00:00",24.3,2619936
"2014-07-10 18:00:00",24.35,278377
"2014-07-11 18:00:00",24.35,3054465
"2014-07-14 18:00:00",24.35,11250
"2014-07-15 18:00:00",23.75,5205100
"2014-07-16 18:00:00",23.7,4569778
"2014-07-17 18:00:00",24.35,4277500
"2014-07-18 18:00:00",24.42,6022500
"2014-07-21 18:00:00",24.25,2000000
"2014-07-22 18:00:00",24.25,0
"2014-07-23 18:00:00",24.25,0
"2014-07-24 18:00:00",24.25,0
"2014-07-25 18:00:00",23.95,801073
"2014-07-28 18:00:00",23.95,20931
"2014-07-29 18:00:00",23.95,52500
"2014-07-30 18:00:00",23.95,7410
"2014-07-31 18:00:00",23.95,36000
"2014-08-01 18:00:00",24.3,1510900
"2014-08-05 18:00:00",24.3,39910
"2014-08-06 18:00:00",23.95,1704240
"2014-08-07 18:00:00",23.95,0
"2014-08-08 18:00:00",23.95,417758
"2014-08-11 18:00:00",24,115600
"2014-08-12 18:00:00",24,0
"2014-08-13 18:00:00",23.85,179950
"2014-08-14 18:00:00",24.025,850000
"2014-08-15 18:00:00",23.85,195397
"2014-08-18 18:00:00",23.85,1500000
"2014-08-19 18:00:00",23.65,42400
"2014-08-20 18:00:00",23.7,636732
"2014-08-21 18:00:00",23.8,34000
"2014-08-22 18:00:00",23.9,200000
"2014-08-25 18:00:00",24.05,36816
"2014-08-26 18:00:00",24,1500000
"2014-08-27 18:00:00",23.9,78568
"2014-08-28 18:00:00",24.55,12802469
"2014-08-29 18:00:00",24.55,7839295
"2014-09-01 18:00:00",24.8,8149962
"2014-09-02 18:00:00",24.6,3292742
"2014-09-03 18:00:00",24.6,400000
"2014-09-04 18:00:00",24.6,1500000
"2014-09-05 18:00:00",24.8,1006700
"2014-09-08 18:00:00",24.7,1500000
"2014-09-09 18:00:00",24.45,2006000
"2014-09-10 18:00:00",24.4,25761
"2014-09-11 18:00:00",24.4,1042740
"2014-09-12 18:00:00",24.25,19207
"2014-09-15 18:00:00",24.25,2050500
"2014-09-16 18:00:00",24.05,48960
"2014-09-17 18:00:00",23.9,428250
"2014-09-18 18:00:00",23.9,549171
"2014-09-19 18:00:00",23.9,500000
"2014-09-22 18:00:00",23.75,58500
"2014-09-23 18:00:00",23.75,58050
"2014-09-24 18:00:00",23.65,105183
"2014-09-25 18:00:00",23.45,2366578
"2014-09-26 18:00:00",23.55,122289
"2014-09-29 18:00:00",23.45,45000
"2014-09-30 18:00:00",23.4,904935
"2014-10-01 18:00:00",23.25,83920
"2014-10-02 18:00:00",23.3,49512
"2014-10-03 18:00:00",23.25,22500
"2014-10-06 18:00:00",23.45,3058000
"2014-10-07 18:00:00",24.1,1065822
"2014-10-08 18:00:00",23.8,22500
"2014-10-09 18:00:00",24.1,82987
"2014-10-10 18:00:00",23.8,2748204
"2014-10-13 18:00:00",23.8,1000000
"2014-10-14 18:00:00",23.8,1040921
"2014-10-15 18:00:00",23.55,4509559
"2014-10-16 18:00:00",23.4,7660675
"2014-10-17 18:00:00",24,2822688
"2014-10-20 18:00:00",23.75,749301
"2014-10-21 18:00:00",24,85603
"2014-10-22 18:00:00",23.9,85557
"2014-10-23 18:00:00",24.5,1400000
"2014-10-24 18:00:00",24.2,48400
"2014-10-27 18:00:00",24.15,262891
"2014-10-28 18:00:00",23.35,3659303
"2014-10-29 18:00:00",23.35,306801
"2014-10-30 18:00:00",23.8,8367758
"2014-10-31 18:00:00",23.9,9198178
"2014-11-03 18:00:00",24.3,13624046
"2014-11-04 18:00:00",24.5,3608314
"2014-11-05 18:00:00",24.8,8867500
"2014-11-06 18:00:00",24.5,3523000
"2014-11-07 18:00:00",24.45,8704970
"2014-11-10 18:00:00",24.45,1000000
"2014-11-11 18:00:00",24.6,500000
"2014-11-12 18:00:00",24.5,2185807
"2014-11-13 18:00:00",24.5,0
"2014-11-14 18:00:00",24.7,883500
"2014-11-17 18:00:00",24.95,11210930
"2014-11-18 18:00:00",25.9,5421160
"2014-11-19 18:00:00",26.1,4752968
"2014-11-20 18:00:00",26.1,4000000
"2014-11-21 18:00:00",25.75,5175173
"2014-11-24 18:00:00",25.75,2300000
"2014-11-25 18:00:00",25.95,2470000
"2014-11-26 18:00:00",26.45,8100452
"2014-11-27 18:00:00",26.4,1304970
"2014-11-28 18:00:00",26.4,3370000
"2014-12-01 18:00:00",26.3,8900000
"2014-12-02 18:00:00",26.55,5606260
"2014-12-03 18:00:00",27,3668299
"2014-12-04 18:00:00",27.55,4328374
"2014-12-05 18:00:00",27.65,842000
"2014-12-08 18:00:00",27.65,209700
"2014-12-09 18:00:00",27.65,8519808
"2014-12-10 18:00:00",27.75,5837410
"2014-12-11 18:00:00",28.1,72889
"2014-12-12 18:00:00",27.75,2593700
"2014-12-15 18:00:00",27.4,2330000
"2014-12-16 18:00:00",27.05,3228565
"2014-12-17 18:00:00",26.5,2577613
"2014-12-18 18:00:00",26.35,1064700
"2014-12-19 18:00:00",26.6,1090000
"2014-12-22 18:00:00",26.4,2798660
"2014-12-23 18:00:00",26.25,9272500
"2014-12-29 18:00:00",26,2181800
"2014-12-30 18:00:00",26.3,1212645
"2015-01-02 18:00:00",26.35,1528836
"2015-01-05 18:00:00",26.95,3832420
"2015-01-06 18:00:00",27.15,193500
"2015-01-07 18:00:00",27,1687287
"2015-01-08 18:00:00",27,0
"2015-01-09 18:00:00",26.95,307860
"2015-01-12 18:00:00",27,1223814
"2015-01-13 18:00:00",26.95,102106
"2015-01-14 18:00:00",27.25,3086551
"2015-01-15 18:00:00",27.3,553211
"2015-01-16 18:00:00",27.4,8155000
"2015-01-19 18:00:00",27.25,1289433
"2015-01-20 18:00:00",27.55,106085
"2015-01-21 18:00:00",27.4,4619900
"2015-01-22 18:00:00",27.75,2803005
"2015-01-23 18:00:00",27.55,520633
"2015-01-26 18:00:00",27.75,56500
"2015-01-27 18:00:00",27.7,635000
"2015-01-28 18:00:00",27.5,3984654
"2015-01-29 18:00:00",27.3,240460
"2015-01-30 18:00:00",27.4,272220
"2015-02-02 18:00:00",27.4,52705
"2015-02-03 18:00:00",27.8,5108356
"2015-02-04 18:00:00",27.7,1397068
"2015-02-05 18:00:00",27.75,300000
"2015-02-06 18:00:00",27.3,2988932
"2015-02-09 18:00:00",27.3,2571700
"2015-02-10 18:00:00",27.05,1000000
"2015-02-11 18:00:00",27.1,2600000
"2015-02-12 18:00:00",27.25,388663
"2015-02-13 18:00:00",27.35,1364343
"2015-02-16 18:00:00",27.6,3204368
"2015-02-17 18:00:00",27.65,1082900
"2015-02-18 18:00:00",27.95,1108550
"2015-02-19 18:00:00",28.95,12249849
"2015-02-20 18:00:00",28.65,2788388
"2015-02-23 18:00:00",28.15,1292335
"2015-02-24 18:00:00",27.85,2698000
"2015-02-25 18:00:00",27.5,2289290
"2015-02-26 18:00:00",28.2,5908057
"2015-02-27 18:00:00",28.5,199500
"2015-03-02 18:00:00",27.9,2016516
"2015-03-03 18:00:00",27.95,255299
"2015-03-04 18:00:00",28.9,3441800
"2015-03-05 18:00:00",28.65,3193333
"2015-03-06 18:00:00",28.9,4045000
"2015-03-09 18:00:00",28.7,1529000
"2015-03-10 18:00:00",28.25,640069
"2015-03-11 18:00:00",28.5,1012001
"2015-03-12 18:00:00",29.15,4056983
"2015-03-13 18:00:00",23.95,750400
"2015-03-16 18:00:00",23.45,540949
"2015-03-17 18:00:00",23.4,1535596
"2015-03-18 18:00:00",23.15,492410
"2015-03-19 18:00:00",23.3,12931
"2015-03-20 18:00:00",23.35,1548720
"2015-03-23 18:00:00",23,1615000
"2015-03-24 18:00:00",23,815000
"2015-03-25 18:00:00",22.8,93856
"2015-03-26 18:00:00",22.8,0
"2015-03-27 18:00:00",22.8,0
"2015-03-30 18:00:00",23,632522
"2015-03-31 18:00:00",22.6,2384211
"2015-04-01 18:00:00",22.6,27500
"2015-04-07 18:00:00",22.8,203700
"2015-04-08 18:00:00",22.8,82290
"2015-04-09 18:00:00",22.7,330049
"2015-04-10 18:00:00",22.8,55497
"2015-04-13 18:00:00",22.8,911923
"2015-04-14 18:00:00",22.6,114318
"2015-04-15 18:00:00",22.6,0
"2015-04-16 18:00:00",22.3,1037630
"2015-04-17 18:00:00",22.35,5607958
"2015-04-20 18:00:00",22.3,1037500
"2015-04-21 18:00:00",22.2,99400
"2015-04-22 18:00:00",22.2,7703678
"2015-04-24 18:00:00",22,74144
"2015-04-27 18:00:00",21.75,1672470
"2015-04-28 18:00:00",21.65,5126043
"2015-04-29 18:00:00",21.55,191903
"2015-04-30 18:00:00",21.5,1168295
"2015-05-04 18:00:00",20.25,9165600
"2015-05-05 18:00:00",20.3,1517500
"2015-05-06 18:00:00",20.6,4015000
"2015-05-07 18:00:00",20.5,415869
"2015-05-08 18:00:00",20.5,1238160
"2015-05-11 18:00:00",20.7,969662
"2015-05-12 18:00:00",20.7,1831353
"2015-05-13 18:00:00",20.7,2633741
"2015-05-15 18:00:00",20.25,7282030
"2015-05-18 18:00:00",20.4,562105
"2015-05-19 18:00:00",20.1,14920
"2015-05-20 18:00:00",19.85,866070
"2015-05-21 18:00:00",19.7,562410
"2015-05-22 18:00:00",19.5,2848500
"2015-05-26 18:00:00",19.4,469000
"2015-05-27 18:00:00",19.7,2333907
"2015-05-28 18:00:00",19.6,1930000
